DCA License Number	License Type	License Expiration Date	Business Name	Business Name 2	Address Building	Address Street Name	Secondary Address Street Name	Address City	Address State	Address ZIP	Contact Phone Number	Address Borough	Borough Code
2080948-DCA	Business	3/31/21	416 EAST 61ST STREET GARAGE LLC		410	E 61ST ST		NEW YORK	NY	10065	6465840409	Manhattan	1
2093056-DCA	Business	3/31/21	3050 CORLEAR PARKING LLC	NAGLE PARKING	3050	CORLEAR AVE		BRONX	NY	10463	9176643792	Bronx	2
2019935-DCA	Business	3/31/21	SP PLUS CORPORATION		211	W 87TH ST		NEW YORK	NY	10024	2125025490	Manhattan	1
1345532-DCA	Business	4/15/20	QUIK PARK 808 GARAGE LLC		808	COLUMBUS AVE		NEW YORK	NY	10025	2128322066	Manhattan	1
2076559-DCA	Business	4/27/20	THE CAR PARK OF NEW YORK LLC		8036	COOPER AVE		GLENDALE	NY	11385	208-336-6597	Queens	4
2094049-DCA	Business	3/31/21	LAZ PARKING NEW YORK/NEW JERSEY LLC		15902	JAMAICA AVE		JAMAICA	NY	11432	2122652239	Queens	4
2087621-DCA	Business	4/26/20	SP PLUS CORPORATION		9777	QUEENS BLVD		REGO PARK	NY	11374	2123217621	Queens	4
1263170-DCA	Business	4/12/20	CLINTON 53 PARKING LLC		515	W 52ND ST		NEW YORK	NY	10019	2126869800	Manhattan	1
2021453-DCA	Business	3/31/21	GGG PARKING GARAGE CORP.		920	WESTCHESTER AVE		BRONX	NY	10459	9175573711	Bronx	2
2030256-DCA	Business	4/26/20	QUIK PARK HUDSON VI LLC		40	RIVERSIDE BLVD		NEW YORK	NY	10069	212-686-9800	Manhattan	1
2093042-DCA	Business	4/15/20	LAZ Parking New York New Jersey LLC		685	1ST AVE		NEW YORK	NY	10016	2122652239	Manhattan	1
2058395-DCA	Business	3/30/20	LAZ PARKING NEW YORK / NEW JERSEY LLC		504	MYRTLE AVE		BROOKLYN	NY	11205	2122652239	Brooklyn	3
1386079-DCA	Business	11/29/12	"ONE PARKING GOTHAM, INC."		4201	28TH ST		LONG ISLAND CIT	NY	11101	4802722100	Queens	4
2094326-DCA	Business	4/30/20	"ONE PARKING GOTHAM, INC."		2807	JACKSON AVE		LONG ISLAND CITY	NY	11101	4802722100	Queens	4
2085507-DCA	Business	4/29/20	MP PARK ASSOCIATES LLC		810	RIVER AVE		BRONX	NY	10451	2124903460	Bronx	2
2003571-DCA	Business	3/31/21	"ONE PARKING GOTHAM, INC."		4209	28TH ST		LONG ISLAND CITY	NY	11101	4802722100	Queens	4
2050925-DCA	Business	2/5/20	SUPER ELITE PARKING INC		1973	38TH ST		ASTORIA	NY	11105	9174705093	Queens	4
2055914-DCA	Business	5/5/20	560 W 43RD STREET PARKING CORP		555	W 42ND ST		NEW YORK	NY	10036	9174727056	Manhattan	1
2083153-DCA	Business	3/31/21	EZ EXPRESS PARKING CORP.		1560	JEROME AVE		BRONX	NY	10452	7185833301	Bronx	2
2084583-DCA	Business	4/13/20	1939 W FARMS RD PARKING CORP		1939	W FARMS RD		BRONX	NY	10460	7183008790	Bronx	2
2094233-DCA	Business	3/31/21	3230 JEROME PARTNERS LLC		3230	JEROME AVE		BRONX	NY	10468	5162442187	Bronx	2
2028694-DCA	Business	4/27/20	LAZ PARKING NEW YORK / NEW JERSEY LLC	LAZ PARKING NY/NJ	9	W 57TH ST		NEW YORK	NY	10019	2122652239	Manhattan	1
2046044-DCA	Business	4/12/20	C & C Parking LLC		899	WESTCHESTER AVE		BRONX	NY	10459	3474314926	Bronx	2
2094609-DCA	Business	3/31/21	200 CHAMBERS STREET GARAGE LLC		200	CHAMBERS ST		NEW YORK	NY	10007	6465840409	Manhattan	1
2054332-DCA	Business	2/17/20	"LIBERTY VIEW PARKING, LLC"		2	RIVER TER		NEW YORK	NY	10282	2128422305	Manhattan	1
2063931-DCA	Business	5/11/20	LM DRIGGS PARKING LLC		247	METROPOLITAN AVE		BROOKLYN	NY	11211	212-714-3571	Brooklyn	3
2084845-DCA	Business	5/12/20	LHL PARKING CO LLC	ARO PARKING	242	W 53RD ST		NEW YORK	NY	10019	212-213-9600	Manhattan	1
2041688-DCA	Business	5/13/20	58TH & 7TH PARKING LLC		157	W 57TH ST		NEW YORK	NY	10019	2126869800	Manhattan	1
2092451-DCA	Business	2/11/20	OTTO PARK LLC		211	MCGUINNESS BLVD		BROOKLYN	NY	11222	2125755335	Brooklyn	3
2094608-DCA	Business	3/31/21	422 EAST 72ND STREET GARAGE LLC		422	E 72ND ST		NEW YORK	NY	10021	6465840409	Manhattan	1
2076434-DCA	Business	2/17/20	"ONE PARKING RC, INC."		10	ROCKEFELLER PLZ		NEW YORK	NY	10020	480-272-2100	Manhattan	1
2093271-DCA	Business	5/14/20	MP HEIGHTS PARKING LLC		107	COLUMBIA HTS		BROOKLYN	NY	11201	2124903460	Brooklyn	3
2081271-DCA	Business	3/28/20	PUBLIC PARKING 50 NORTH 5TH STREET INC		50	N 5TH ST		BROOKLYN	NY	11249	2124866888	Brooklyn	3
2072507-DCA	Business	3/31/21	LAZ PARKING NEW YORK/NEW JERSEY LLC	"LAZ PARKING NY, NJ LLC"	507	E 70TH ST		NEW YORK	NY	10021	2122652239	Manhattan	1
2021443-DCA	Business	3/31/21	O & A PARKING GARAGE INC.		1100	FRANKLIN AVE		BRONX	NY	10456	7184839458	Bronx	2
2009039-DCA	Business	3/31/21	LM ALDUS PARKING LLC		951	HOE AVE	(Garage Entrance at 962 Aldus Street)	BRONX	NY	10459	2127143571	Bronx	2
2009038-DCA	Business	3/31/21	LM ALDUS PARKING LLC		941	Hoe Avenue	(Parking Garage Entrance at 962 Aldus Street)	Bronx	NY	10459	2127143571	Bronx	2
2021566-DCA	Business	3/31/21	PARKING VERNON LLC		3085	VERNON BLVD		ASTORIA	NY	11102	2015678110	Queens	4
2044855-DCA	Business	11/14/16	BAJRAKTARI REALTY MANAGEMENT CORP		617	East 188th Street		Bronx	NY	10458	7183654310	Bronx	2
0962029-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		169	CADMAN PLZ W		BROOKLYN	NY	11201	2126296602	Brooklyn	3
1381089-DCA	Business	3/31/21	BK PARKING GROUP INC		27	W 170TH ST		BRONX	NY	10452	9173277488	Bronx	2
0962008-DCA	Business	3/31/11	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		808	7TH AVE; # 820		NEW YORK	NY	10019	2126296602		
0999985-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		115	FORT WASHINGTON AVE		NEW YORK	NY	10032	2123052718	Manhattan	1
2043391-DCA	Business	3/31/21	AZ PARKING CORP		35	W 33RD ST		NEW YORK	NY	10001	2125484370	Manhattan	1
0808709-DCA	Business	3/31/13	SUPERB PARKING LLC		400	E 35TH ST		NEW YORK	NY	10016	2126869800	Manhattan	1
1234693-DCA	Business	3/31/19	MANHATTAN PARKING WEST 20 LLC		516	W 20TH ST		NEW YORK	NY	10011	212-490-3460	Manhattan	1
0429528-DCA	Business	3/31/15	52 WEST 36TH ST. PARKING LLC		59	W 36TH ST		NEW YORK	NY	10018	2126869800	Manhattan	1
1412999-DCA	Business	3/31/21	QUIK PARK SCH GARAGE LLC		236	LIVINGSTON ST		BROOKLYN	NY	11201	2128322066	Brooklyn	3
1305583-DCA	Business	3/31/13	"FIFTH AVENUE CAR PARK, LLC"		1330	5TH AVE		NEW YORK	NY	10026	2129966363	Manhattan	1
1416499-DCA	Business	3/31/21	ALVA 47 PARKING LLC		257	W 47TH ST		NEW YORK	NY	10036	2126869800	Manhattan	1
1010916-DCA	Business	3/31/15	375 HUD PARKING LLC		375	HUDSON ST		NEW YORK	NY	10014	2126869800	Manhattan	1
1182737-DCA	Business	3/31/21	323 WEST 34TH STREET LLC	MEYERS PARKING	323	W 34TH ST		NEW YORK	NY	10001	2124903460	Manhattan	1
2064173-DCA	Business	3/31/21	JKH BUSINESS CORP		1579	UNDERCLIFF AVE		BRONX	NY	10453		Bronx	2
2083254-DCA	Business	3/31/21	SKY PARKING CORP.		121	READE ST		NEW YORK	NY	10013	2126083060	Manhattan	1
2059806-DCA	Business	3/31/21	JO DASH PARKING LLC		488	3RD AVE		NEW YORK	NY	10016	2126869800	Manhattan	1
2046932-DCA	Business	3/31/21	167 EAST 77TH ST PARKING SERVICES LLC		176	E 77TH ST		NEW YORK	NY	10075	6467734400	Manhattan	1
1261502-DCA	Business	3/31/19	"SALVATOR, JOSEPH"	J & S PARKING FACILITY	284	NASSAU AVE		BROOKLYN	NY	11222	3475895454	Brooklyn	3
0979174-DCA	Business	3/31/21	CLINTON HILL GARAGE CORP.		240	VANDERBILT AVE		BROOKLYN	NY	11205	3476023636	Brooklyn	3
1192284-DCA	Business	3/31/11	1065 GARAGE LLC		1065	PARK AVE		NEW YORK	NY	10128	2128887400	Manhattan	1
2027740-DCA	Business	3/31/21	QUIK PARK EAST 94TH STREET LLC		1829	1ST AVE		NEW YORK	NY	10128	2126869800	Manhattan	1
1076826-DCA	Business	3/31/21	"300 EAST 74TH STREET CAR PARK, LLC"	GGMC	300	E 74TH ST		NEW YORK	NY	10021	2129966363	Manhattan	1
0427552-DCA	Business	3/31/11	SLATE PARKING CORP.		329	E 21ST ST		NEW YORK	NY	10010	2126296602	Manhattan	1
1303088-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		215	S END AVE		NEW YORK	NY	10280	2125025490	Manhattan	1
2085374-DCA	Business	3/31/21	SUPER ELITE PARKING INC		3815	PUTNAM AVE W		BRONX	NY	10463	9174705093	Bronx	2
2048766-DCA	Business	3/31/21	EAGLE PARKING GARAGE INC		775	EAGLE AVE		BRONX	NY	10456	3472207660	Bronx	2
0961990-DCA	Business	3/31/13	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		332	W 44TH ST		NEW YORK	NY	10036	2126296602	Manhattan	1
0953645-DCA	Business		"J & B PARKING GARAGE, INC."		477	W 165TH ST		NEW YORK	NY	10032	2125433328	Manhattan	1
1347707-DCA	Business	3/31/19	"FORBES, DUDLEY"	GOOD LUCK PARKING	447	EUCLID AVE		BROOKLYN	NY	11208	718-277-3866	Brooklyn	3
1127531-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		330	E 61ST ST		NEW YORK	NY	10065	2126296602	Manhattan	1
1471216-DCA	Business	3/31/15	115 WEST 25TH STREET PARKING CORP.		112	W 25TH ST		NEW YORK	NY	10001	2122439808	Manhattan	1
1262404-DCA	Business	3/31/17	RIBAR PARKING LLC		160	W 10TH ST		NEW YORK	NY	10014	2129293041	Manhattan	1
1117512-DCA	Business	3/31/21	NEW OGDEN PARKING INC.		156	W 166TH ST		BRONX	NY	10452	7184662000	Bronx	2
1463452-DCA	Business	3/31/15	"KINNEY PARKING SYSTEM, LLC"		215	W 87TH ST		NEW YORK	NY	10024	2125025490	Manhattan	1
2037952-DCA	Business	3/31/21	YORK & 90TH PARKING LLC		1731	YORK AVE		NEW YORK	NY	10128	2126869800	Manhattan	1
2019936-DCA	Business	3/31/21	SP PLUS CORPORATION		910	9TH AVE		NEW YORK	NY	10019	2125025490	Manhattan	1
2008327-DCA	Business	7/6/18	LOWER EAST SIDE DISTRICT MANAGEMENT ASSOCIATION INC		135	DELANCEY ST		NEW YORK	NY	10002	212-276-9010	Manhattan	1
1155355-DCA	Business	3/31/11	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		100	W 57TH ST		NEW YORK	NY	10019	9999999999	Manhattan	1
1472956-DCA	Business	3/31/15	CANDACE PARKING CORP.		120	W 97TH ST		NEW YORK	NY	10025	2124903460	Manhattan	1
2019546-DCA	Business	3/31/17	GMH PARK INC		2330	HOFFMAN ST		BRONX	NY	10458	9172140583	Bronx	2
1312358-DCA	Business	3/31/17	337 PARKING LLC		337	E 64TH ST		NEW YORK	NY	10065	2128799796	Manhattan	1
0427311-DCA	Business	3/31/21	SCR PARKING CORP.		169	E 87TH ST		NEW YORK	NY	10128	2122493344	Manhattan	1
1233434-DCA	Business	3/31/19	FLATIRON 20 PARKING LLC		21	W 20 ST		NEW YORK	NY	10011	2122439384	Manhattan	1
1470081-DCA	Business	3/31/19	"KINNEY PARKING SYSTEM, LLC"		2500	JOHNSON AVE		BRONX	NY	10463	2124450172	Bronx	2
1422156-DCA	Business	3/31/13	UPPER MANHATTAN PARKING LLC		1845	PARK AVE		NEW YORK	NY	10035	2124211117	Manhattan	1
0897530-DCA	Business	3/31/21	NEW YORK PARKING 57TH ST. CORP.		110	E 57TH ST		NEW YORK	NY	10022	2122493344	Manhattan	1
0368910-DCA	Business	3/31/17	CHATHAM PARKING SYSTEMS INC.		180	PARK ROW		NEW YORK	NY	10038	2125137143	Manhattan	1
1450060-DCA	Business	3/31/21	"ACCESS 37 PARKING, LLC"		404	W 37TH ST		NEW YORK	NY	10018	2126869800	Manhattan	1
0916698-DCA	Business	3/31/17	SHARP PARKING LLC	SHARP PARKING	825	2ND AVE		NEW YORK	NY	10017	2126869800	Manhattan	1
0368238-DCA	Business	3/31/21	NEW YORK PARKING 56TH ST. CORP		65	W 56TH ST		NEW YORK	NY	10019	212-249-3349	Manhattan	1
1378340-DCA	Business	3/31/13	"IMPERIAL PARKING (U.S.), LLC"	IMPARK	450	E 79TH ST		NEW YORK	NY	10075	2129378660	Manhattan	1
0368185-DCA	Business	3/31/17	BRICIN PARKING CORP.		155	E 55TH ST		NEW YORK	NY	10022	2127565451	Manhattan	1
1360546-DCA	Business	2/17/15	"ATLANTIC PARKING MGMT, LLC"		238	ATLANTIC AVE		BROOKLYN	NY	11201	2127957275	Brooklyn	3
1124818-DCA	Business	3/31/21	ROYAL 89 PARKING LLC		200	E 89TH ST		NEW YORK	NY	10128	2126869800	Manhattan	1
1461192-DCA	Business	3/31/21	"IMPERIAL PARKING (U.S), LLC"	IMPARK	422-446	79TH STREET		NEW YORK	NY		2129378660		
2045012-DCA	Business	3/31/21	65 WEST 55TH STREET PARKING CORP		57	W 55TH ST		NEW YORK	NY	10019	2127367171	Manhattan	1
2058396-DCA	Business	3/31/21	ONE PARKING 40TH STREET INC		225	E 39TH ST		NEW YORK	NY	10016	480-272-2100	Manhattan	1
2003718-DCA	Business	3/31/21	EAST 29 PARKING LLC		39	E 29TH ST		NEW YORK	NY	10016	2122624771	Manhattan	1
1416883-DCA	Business	3/31/15	CP PARKING CORP.		13331	39TH AVE		FLUSHING	NY	11354	9175785635	Queens	4
1347585-DCA	Business	3/31/11	REX PARKING CORP.		532	W 53RD ST		NEW YORK	NY	10019	5166984240	Manhattan	1
1444907-DCA	Business	3/31/15	PIERCE PARKING LLC		80	W END AVE		NEW YORK	NY	10023	2127143571	Manhattan	1
1187786-DCA	Business	3/31/11	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		34	RIVER TER		NEW YORK	NY	10282	2125025490	Manhattan	1
1447270-DCA	Business	3/31/21	WALL PARK 45 LLC		45	WALL ST		NEW YORK	NY	10005	2126869800	Manhattan	1
1300920-DCA	Business	3/31/13	ALLIANCE AMHERST PARKING LLC		401	E 74TH ST		NEW YORK	NY	10021	2125810535	Manhattan	1
1251175-DCA	Business	3/31/17	CONTINENTAL TOWERS PARKING LLC		301	E 79TH ST		NEW YORK	NY	10075	2126501936	Manhattan	1
2015979-DCA	Business	3/31/17	"IMPERIAL PARKING US, LLC"	IMPARK	40	PROSPECT ST		STATEN ISLAND	NY	10304	2129378660	Staten Island	5
1266247-DCA	Business	3/31/21	QUIK PARK WEST 41ST STREET LLC		601	W 41ST ST		NEW YORK	NY	10036	212-686-9800	Manhattan	1
1360070-DCA	Business	3/31/13	WELCOME PARKING LIMITED LIABILITY COMPANY		128	W 42ND ST		NEW YORK	NY	10036	2016807129	Manhattan	1
2068561-DCA	Business	3/31/21	COOPER & 9TH PARKING LLC		70	E 10TH ST		NEW YORK	NY	10003	212-686-9800	Manhattan	1
1446388-DCA	Business	3/31/17	"BOGOPA LIC, INC."	FOOD BAZAAR	4202	NORTHERN BLVD		LONG IS CITY	NY	11101	7183466500	Queens	4
1146716-DCA	Business	3/31/15	BROTHERS CAR PARK LLC		180	MONTAGUE ST		BROOKLYN	NY	11201	2122216111	Brooklyn	3
2005027-DCA	Business	3/31/17	162 PARKING MGMT LLC.		528	W 162ND ST		NEW YORK	NY	10032		Manhattan	1
2086742-DCA	Business	3/31/21	WEST FARMS PARKING LLC		1512	BOONE AVE		BRONX	NY	10460		Bronx	2
1381379-DCA	Business	3/31/17	LEMAR PARKING CORP.		519	W 161ST ST		NEW YORK	NY	10032	718-681-7406	Manhattan	1
0369346-DCA	Business	3/31/17	NOBLE PARKING LLC		310	E 40TH ST		NEW YORK	NY	10016	212-686-9800	Manhattan	1
1174338-DCA	Business	3/31/13	"BEST BUY AUTOMOTIVE, INC."		1855	E TREMONT AVE		BRONX	NY	10460	7188636816	Bronx	2
0901963-DCA	Business	3/31/21	GRACIE PUBLIC PARKING CORP.		401	E 89TH ST		NEW YORK	NY	10128	2127367171	Manhattan	1
1402130-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		800	AVENUE OF THE AMERICAS		NEW YORK	NY	10001	2125025490	Manhattan	1
2078124-DCA	Business	3/31/21	GM PARK GROUP INC		110	BROADWAY		BROOKLYN	NY	11249	6466100315	Brooklyn	3
2007341-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK, INC"		4007	73RD ST		WOODSIDE	NY	11377	2126954568	Queens	4
1363801-DCA	Business	11/28/10	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		20	E 161ST ST		BRONX	NY	10451	7185887800	Bronx	2
2000569-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK, INC"		75	PARK PLACE		NEW YORK	NY	10016	2125025490	Manhattan	1
1099298-DCA	Business	3/31/21	SECURE PARKING LLC		363	W 30TH ST		NEW YORK	NY	10001	2126869800	Manhattan	1
1463445-DCA	Business	3/31/15	"KINNEY PARKING SYSTEM, LLC"		38	W 46TH ST		NEW YORK	NY	10036	2125025490	Manhattan	1
1415872-DCA	Business	2/21/12	ZR PARKING LLC		3538	JUNCTION BLVD		CORONA	NY	11368	6314212686	Queens	4
1189957-DCA	Business	3/31/11	VICTOR GARAGE CORP.		275	PARK AVE		BROOKLYN	NY	11205	7188559571	Brooklyn	3
1326545-DCA	Business	3/31/15	QUIK PARK BPC LLC	QUIK PARK INC.	70	LITTLE WEST ST		NEW YORK	NY	10004	2128322066	Manhattan	1
2009960-DCA	Business	3/31/15	189 PKG LLC		4741	PARK AVE		BRONX	NY	10458	917-731-2034	Bronx	2
1331651-DCA	Business	3/31/21	TOWER 25 PARKING LLC		305	E 24TH ST		NEW YORK	NY	10010	2126869800	Manhattan	1
1413066-DCA	Business	9/20/16	"ST. ANN'S PARKING GARAGE, LLC"		800	SAINT ANNS AVE		BRONX	NY	10456	7184080141	Bronx	2
2003398-DCA	Business	3/31/19	"DIAMOND 1 PARKING GARAGE, INC."		284	DYCKMAN ST		NEW YORK	NY	10034	347-843-5023	Manhattan	1
1306361-DCA	Business	3/31/19	AMPCO SYSTEM PARKING		750	LEXINGTON AVE		NEW YORK	NY	10022	2127542678	Manhattan	1
0962865-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		25	W 48TH ST		NEW YORK	NY	10020	2126296602	Manhattan	1
1400324-DCA	Business	3/31/21	SP PLUS CORPORATION		226	BATTERY PARK CITY		NEW YORK	NY	10280	2125025490		
2043316-DCA	Business	3/31/19	130 ST. FELIX STREET PARKING CORP.		130	SAINT FELIX ST		BROOKLYN	NY	11217	2127419009	Brooklyn	3
1320334-DCA	Business	3/31/17	QUIK PARK RIVERSIDE GARAGE LLC		779	RIVERSIDE DR		NEW YORK	NY	10032	2128322066	Manhattan	1
2084204-DCA	Business	3/31/21	142 WEST 57TH STREET PARKING CORP.		146	W 57TH ST		NEW YORK	NY	10019	2127367171	Manhattan	1
2007093-DCA	Business	9/4/16	"CONEY ISLAND COMMONS PARKING, CORP"		2960	W 29TH ST		BROOKLYN	NY	11224	7182850102	Brooklyn	3
1199393-DCA	Business	3/31/21	SOHO VILLAGE PARKING LLC		610	BROADWAY		NEW YORK	NY	10012	212-686-9800	Manhattan	1
2087328-DCA	Business	3/31/21	PARK MERCER LLC		139	CHARLES ST		NEW YORK	NY	10014	212-360-6300	Manhattan	1
1111678-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		120	W 21ST ST		NEW YORK	NY	10011	2126296602	Manhattan	1
1405781-DCA	Business	3/31/13	HILLSIDE AVE PARKING LOT CORP		17535	HILLSIDE AVE		JAMAICA	NY	11432	7187396270	Queens	4
1157614-DCA	Business	3/31/21	"STATE STREET PARKING, LLC"		71	SMITH ST		BROOKLYN	NY	11201	973-643-7700	Brooklyn	3
1342356-DCA	Business	3/31/21	"SESSANTA PARKING CO., LLC"		229	W 60TH ST		NEW YORK	NY	10023	2128429308	Manhattan	1
2075038-DCA	Business	3/31/21	SAN MIGUEL PARK CORP		1740-1746	ANDREWS AVE		BRONX	NY	10453	9172153295	Bronx	2
2083253-DCA	Business	3/31/21	REED PARKING CORP.		10025	QUEENS BLVD		FOREST HILLS	NY	11375	2124903460	Queens	4
1468063-DCA	Business	3/31/15	"KINNEY PARKING SYSTEM, LLC"		56	N MOORE ST		NEW YORK	NY	10013	2125025490	Manhattan	1
1153766-DCA	Business	3/31/21	MPC PARKING LLC		1104	2ND AVE		NEW YORK	NY	10022	2126869800	Manhattan	1
1085597-DCA	Business	3/31/21	86 ST. PARKING GARAGE CORP.		8610	ROOSEVELT AVE		JACKSON HTS	NY	11372	7186514273	Queens	4
1155791-DCA	Business	3/31/11	J & A PARKING INC		376	E 184TH ST		BRONX	NY	10458	7186180992	Bronx	2
2026148-DCA	Business	3/31/21	GEMAT PARKING CORP.		233	E 69TH ST		NEW YORK	NY	10021	2124220423	Manhattan	1
2031027-DCA	Business	1/14/16	"IMPERIAL PARKING (U.S.), LLC"	IMPARK	353	4TH AVE		BROOKLYN	NY	11215	212-934-8660	Brooklyn	3
1323180-DCA	Business	3/31/21	73RD STREET PARKING CORP.		1257	3RD AVE		NEW YORK	NY	10021	2127367171	Manhattan	1
1464918-DCA	Business	3/31/15	"KINNEY PARKING SYSTEM, LLC"		6575	SAUNDERS ST		REGO PARK	NY	11374	2125025490	Queens	4
1293275-DCA	Business	3/31/17	CREST CAR PARK LLC		302	2ND ST		BROOKLYN	NY	11215	718-499-1235	Brooklyn	3
1020843-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		1900	ARCHER ST		BRONX	NY	10462	2126296602	Bronx	2
1470158-DCA	Business	3/31/21	RYER PARKING LLC		2346	RYER AVE		BRONX	NY	10458	6463771900	Bronx	2
2048149-DCA	Business	3/31/21	EZ PARKING GARAGE INC		870	JENNINGS ST		BRONX	NY	10459	3472207660	Bronx	2
1463456-DCA	Business	3/31/15	"KINNEY PARKING SYSTEM, LLC"		135	E 33RD ST		NEW YORK	NY	10016	2125025490	Manhattan	1
1140019-DCA	Business	3/31/13	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		882	7TH AVE		NEW YORK	NY	10019	2126296602	Manhattan	1
1225844-DCA	Business	3/31/11	STATE PREMIER PROPERTY INC.	BRANDON PARKING LOT	1325	BOSTON RD		BRONX	NY	10456	7188610321	Bronx	2
1376342-DCA	Business	3/31/21	QUIK PARK EAST 73RD ST LLC		524	E 73RD ST		NEW YORK	NY	10021	212-832-2066	Manhattan	1
1347469-DCA	Business	3/31/11	STANDARD PARKING CORPORATION		200	W 79TH ST		NEW YORK	NY	10024	2129163491	Manhattan	1
1060717-DCA	Business	3/31/13	ENTERPRISE 30TH STREET GARAGE LLC		343	10TH AVE		NEW YORK	NY	10001	2127442277	Manhattan	1
2083251-DCA	Business	3/31/21	MANHATTAN PARKING BORO CORP		40	CLINTON ST		BROOKLYN	NY	11201	2124903460	Brooklyn	3
2006473-DCA	Business	3/31/19	EZY PARKING GO INC		930	SHERIDAN AVE		BRONX	NY	10451	7182944264	Bronx	2
2004972-DCA	Business	3/31/17	189 park llc		4741	PARK AVE		BRONX	NY	10458	917-731-2034	Bronx	2
0731394-DCA	Business	3/31/21	M H M PARKING LLC		560	3RD AVE		NEW YORK	NY	10016	2126869800	Manhattan	1
2067239-DCA	Business	3/31/21	NR PARKING CORP		615	JACKSON AVE		BRONX	NY	10455	3478125297	Bronx	2
1146395-DCA	Business	3/31/21	REGAL PARKING CORP.		9810	64TH AVE		REGO PARK	NY	11374	2127367171	Queens	4
1130936-DCA	Business	3/31/21	"CHAMPION PARKING 16, LLC"		101	E 16TH ST		NEW YORK	NY	10003	2123085959	Manhattan	1
2020385-DCA	Business	3/31/19	PV PARKING V CORP		4007	73RD ST		WOODSIDE	NY	11377	7186094200	Queens	4
2068514-DCA	Business	6/4/18	ENTERPRISE 36TH STREET PARKING LLC		411	W 35TH ST		NEW YORK	NY	10001	212-564-3199	Manhattan	1
1172794-DCA	Business	3/31/21	EMPIRE PARKING CORP.		303	W 96TH ST		NEW YORK	NY	10025	212-262-4771	Manhattan	1
1010038-DCA	Business	3/31/13	PARK GATE PARKING INC.		750	COLUMBUS AVE		NEW YORK	NY	10025	2127367171	Manhattan	1
1307068-DCA	Business	3/31/11	125 CHARLES PARKING LLC		139	CHARLES ST		NEW YORK	NY	10014	2033212175	Manhattan	1
1029322-DCA	Business	3/31/15	STANDARD PARKING CORPORATION		200	CENTRAL PARK W		NEW YORK	NY	10024	2123137275	Manhattan	1
2021503-DCA	Business	3/31/17	SP PLUS CORPORATION		140	W 28TH ST		NEW YORK	NY	10001	2125025490	Manhattan	1
2083101-DCA	Business	3/31/21	ISABEL PARKING LLC		20	E 161ST ST		BRONX	NY	10451	6465840409	Bronx	2
2018861-DCA	Business	3/31/21	776 SIXTH AVE PARKING CORP		776	6TH AVE		NEW YORK	NY	10001	2127367171	Manhattan	1
1301648-DCA	Business	3/31/13	"MY NEW PARKING, INC."		1380	DR MARTIN L KING JR BLVD		BRONX	NY	10452	3475388602	Bronx	2
1464685-DCA	Business	3/31/21	"C&S E-SUPERETTE, INC."		9053	FORT HAMILTON PKWY		BROOKLYN	NY	11209	718-745-2888	Brooklyn	3
1455314-DCA	Business	3/31/19	"IMPERIAL PARKING (U.S.), LLC"		405	E 63RD ST		NEW YORK	NY	10065	2129378660	Manhattan	1
2080640-DCA	Business	3/31/21	E 74TH PARKING CORP.		343	E 74TH ST		NEW YORK	NY	10021	8009441424	Manhattan	1
2054987-DCA	Business	3/31/19	TLC PARKING INC		1600	SEDGWICK AVE		BRONX	NY	10453	3475388602	Bronx	2
1432047-DCA	Business	3/31/19	EZ2 PARK LLC		240	E 82ND ST		NEW YORK	NY	10028	2127446300	Manhattan	1
1415613-DCA	Business	9/10/12	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		117	KENT AVE		BROOKLYN	NY	11249	2125025490	Brooklyn	3
1417677-DCA	Business	3/31/13	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		405	E 63RD ST		NEW YORK	NY	10065	2125025490	Manhattan	1
1460735-DCA	Business	3/31/21	ENTERPRISE 51 PARKING LLC		680	12TH AVE		NEW YORK	NY	10019	2125643199	Manhattan	1
1354465-DCA	Business	3/31/21	"PARK 139TH, LLC"		29	W 138TH ST		NEW YORK	NY	10037	2122340855	Manhattan	1
2052194-DCA	Business	3/31/21	GREENWICH STREET GARAGE LLC		641	WASHINGTON ST		NEW YORK	NY	10014	6465840409	Manhattan	1
