,Unnamed: 0,DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Address,zipcode,label
136,Ticketech,2013693-DCA,Business,4/13/20,QUIK PARK TRUFFLES LLC,,312,W 34TH ST,,NEW YORK,NY,10001.0,2128322066,Manhattan,1.0,312 west 34th street,10001.0,True
137,,1300931-DCA,Business,4/14/20,LAZ PARKING NEW YORK / NEW JERSEY LLC,,1,FORDHAM PLZ,,BRONX,NY,10458.0,2122652239,Bronx,2.0,1 fordham placez,10458.0,False
138,,2090971-DCA,Business,3/31/21,III IN LOT PARKING INC,,4388,BROADWAY,,NEW YORK,NY,10040.0,646-964-4640,Manhattan,1.0,4388 broadway,10040.0,False
139,,2021442-DCA,Business,3/31/21,G & K PARKING GARAGE INC.,,1208,FRANKLIN AVE,,BRONX,NY,10456.0,718-235-4975,Bronx,2.0,1208 franklin avenue,10456.0,False
140,,2091122-DCA,Business,3/31/21,1578 WILLIAMSBRIDGE ROAD LLC,,1578,WILLIAMSBRIDGE RD,,BRONX,NY,10461.0,7188639709,Bronx,2.0,1578 williamsbridge road,10461.0,False
141,,2091664-DCA,Business,3/31/21,TRUST UNDER WILL OF IRVING SERVANSKY,210 India Parking,210,INDIA ST,,BROOKLYN,NY,11222.0,6175476500,Brooklyn,3.0,210 india street,11222.0,False
142,,2091594-DCA,Business,3/31/21,PARK 24 LLC,,200,E 24TH ST,,NEW YORK,NY,10010.0,2126757777,Manhattan,1.0,200 east 24th street,10010.0,False
143,,2082689-DCA,Business,10/17/19,"ABM INDUSTRY GROUPS, LLC",ABM PARKING SERVICES,450,E 29TH ST,,NEW YORK,NY,10016.0,2127576500,Manhattan,1.0,450 east 29th street,10016.0,False
144,,2091371-DCA,Business,3/31/21,LAZ Parking New York New Jersey LLC,"LAZ PARKING NY,NJ LLC",40,W 116TH ST,,NEW YORK,NY,10026.0,2122652239,Manhattan,1.0,40 west 116th street,10026.0,False
145,,2091164-DCA,Business,3/31/21,99 PARK AVENUE PARKING CORP,,99,PARK AVE,,NEW YORK,NY,10016.0,2127367171,Manhattan,1.0,99 park avenue,10016.0,True
146,,2094080-DCA,Business,3/18/20,COOK STREET PARKING CORP.,,31,DEBEVOISE ST,,BROOKLYN,NY,11206.0,516-378-1222,Brooklyn,3.0,31 debevoise street,11206.0,False
147,,2065563-DCA,Business,3/19/20,PARKING SYSTEMS PLUS INC,,280,BAYCHESTER AVE,,BRONX,NY,10475.0,8009441424,Bronx,2.0,280 baychester avenue,10475.0,False
148,,1306478-DCA,Business,3/18/20,100 RIVERSIDE PARKING LLC,,100,RIVERSIDE BLVD,,NEW YORK,NY,10069.0,2126869800,Manhattan,1.0,100 riverside boulevardd,10069.0,False
149,,1218108-DCA,Business,11/25/19,240 RIVERSIDE PARKING LLC,,240,RIVERSIDE BLVD,,NEW YORK,NY,10069.0,2126869800,Manhattan,1.0,240 riverside boulevardd,10069.0,False
150,,2092477-DCA,Business,3/31/21,221 EAST 36TH STREET GARAGE LLC,,221,E 36TH ST,,NEW YORK,NY,10016.0,6465840409,Manhattan,1.0,221 east 36th street,10016.0,True
151,,2034507-DCA,Business,11/26/19,QUIK PARK 150 CHARLES STREET GARAGE LLC,,150,CHARLES ST,,NEW YORK,NY,10014.0,212-832-2066,Manhattan,1.0,150 charles street,10014.0,False
152,,1318584-DCA,Business,3/15/20,"325 FIFTH CAR PARK, LLC",,325,5TH AVE,,NEW YORK,NY,10016.0,2129966363,Manhattan,1.0,325 5th avenue,10016.0,False
153,,2092475-DCA,Business,3/31/21,214 WEST 88TH STREET GARAGE LLC,,214,W 88TH ST,,NEW YORK,NY,10024.0,6465840409,Manhattan,1.0,214 west 88th street,10024.0,False
154,,2029261-DCA,Business,3/31/21,QB 71ST AVENUE PARKING LLC,ALL COUNTS PARKING,10820,71ST AVE,,FOREST HILLS,NY,11375.0,7187865555,Queens,4.0,10820 71st avenue,11375.0,False
155,,2092450-DCA,Business,3/31/21,VANCITY PARKING INC,,355,E 72ND ST,,NEW YORK,NY,10021.0,9173277488,Manhattan,1.0,355 east 72nd street,10021.0,False
156,,2004674-DCA,Business,3/18/20,QUIK PARK CRESCENT LLC,,4308,CRESCENT ST,,LONG ISLAND CITY,NY,11101.0,2128322066,Queens,4.0,4308 crescent street,11101.0,False
157,,2022970-DCA,Business,3/16/20,ROCKWELL CAR PARK LLC,,29,FLATBUSH AVE,,BROOKLYN,NY,11217.0,212-996-6363,Brooklyn,3.0,29 flatbush avenue,11217.0,False
158,,1242325-DCA,Business,3/15/20,"OCHRE CAR PARK, LLC",,625,ATLANTIC AVE,,BROOKLYN,NY,11217.0,2129966363,Brooklyn,3.0,625 atlantic avenue,11217.0,False
159,,2068797-DCA,Business,3/19/20,MODA CAR PARK LLC,,8914,PARSONS BLVD,,JAMAICA,NY,11432.0,212-996-6363,Queens,4.0,8914 parsons boulevardd,11432.0,False
160,,2051385-DCA,Business,3/18/20,43-25 HUNTER STREET PARKING CORP.,,4325,HUNTER ST,,LONG ISLAND CITY,NY,11101.0,2127367171,Queens,4.0,4325 hunter street,11101.0,False
161,,2093765-DCA,Business,3/31/21,SUPPORT PARKING LLC,,350,E 52ND ST,,NEW YORK,NY,10022.0,2126869800,Manhattan,1.0,350 east 52nd street,10022.0,False
162,,2067409-DCA,Business,4/13/20,535 CARLTON AVENUE PARKING CORP,,535,CARLTON AVE,,BROOKLYN,NY,11238.0,212-736-7171,Brooklyn,3.0,535 carlton avenue,11238.0,False
163,,2093859-DCA,Business,3/31/21,WOC 24TH STREET GARAGE COMPANY LLC,,150,E 24TH ST,,NEW YORK,NY,10010.0,5165655600,Manhattan,1.0,150 east 24th street,10010.0,False
164,Ticketech,2082941-DCA,Business,4/12/20,507 WEST 28TH STREET PARKING CORP.,,507,W 28TH ST,,NEW YORK,NY,10001.0,2127367171,Manhattan,1.0,507 west 28th street,10001.0,True
165,,2047628-DCA,Business,3/19/20,7 WEST 21 PARKING LLC,,7,W 21ST ST,,NEW YORK,NY,10010.0,212-888-7400,Manhattan,1.0,7 west 21st street,10010.0,True
166,,2046303-DCA,Business,4/1/20,BROOKLYN METRO PARKING LLC,,100,WILLOUGHBY ST,,BROOKLYN,NY,11201.0,2126869800,Brooklyn,3.0,100 willoughby street,11201.0,True
167,,1227121-DCA,Business,4/14/20,CHAMPION PARKING 39 LLC,,102,W 39TH ST,,NEW YORK,NY,10018.0,2128529033,Manhattan,1.0,102 west 39th street,10018.0,False
168,,2079557-DCA,Business,1/23/20,PARK PLACE GARAGE LLC,,99,CHURCH ST,,NEW YORK,NY,10007.0,6465840409,Manhattan,1.0,99 church street,10007.0,False
169,,2080791-DCA,Business,1/19/20,ACB GARAGE LLC,,626,1ST AVE,,NEW YORK,NY,10016.0,6465840409,Manhattan,1.0,626 1st avenue,10016.0,False
170,,2030482-DCA,Business,4/16/20,QUIK PARK ELY GARAGE LLC,,81,FLEET PL,,BROOKLYN,NY,11201.0,2128322066,Brooklyn,3.0,81 fleet place,11201.0,True
171,,2038424-DCA,Business,5/3/20,CHAMPION PARKING 113 LLC,,400,W 113TH ST,,NEW YORK,NY,10025.0,212-308-5959,Manhattan,1.0,400 west 113th street,10025.0,False
172,,2077653-DCA,Business,3/26/20,LAZ PARKING NEW YORK/NEW JERSEY LLC,"LAZ PARKING NY, NJ LLC",120,NASSAU ST,,BROOKLYN,NY,11201.0,2122652239,Brooklyn,3.0,120 nassau street,11201.0,False
173,Non-Ticketech,2068346-DCA,Business,3/22/20,LM 29 PARK LLC,,221,W 29TH ST,,NEW YORK,NY,10001.0,2129672848,Manhattan,1.0,221 west 29th street,10001.0,False
174,,2023311-DCA,Business,4/23/20,PARK KWIK LLC,,60,WATER ST,,BROOKLYN,NY,11201.0,2129745840,Brooklyn,3.0,60 water street,11201.0,False
175,,1351985-DCA,Business,4/26/20,CHAMPION PARKING 76 ST LLC.,,205,W 76TH ST,,NEW YORK,NY,10023.0,2123085959,Manhattan,1.0,205 west 76th street,10023.0,False
176,,2067082-DCA,Business,3/26/20,LAZ PARKING NEW YORK / NEW JERSEY LLC,,90,FURMAN ST,,BROOKLYN,NY,11201.0,2122652239,Brooklyn,3.0,90 furman street,11201.0,False
177,,2054291-DCA,Business,6/11/20,CHAMPION PARKING 92 LLC,,114,W 92ND ST,,NEW YORK,NY,10025.0,2123085959,Manhattan,1.0,114 west 92nd street,10025.0,False
178,,2034908-DCA,Business,3/26/20,QUIK PARK 365 MANAGEMENT LLC,,365,BOND ST,,BROOKLYN,NY,11231.0,2128322066,Brooklyn,3.0,365 bond street,11231.0,True
179,,2083308-DCA,Business,3/31/21,PEAK TIME PARKING INC.,,225,E 63RD ST,,NEW YORK,NY,10065.0,9174705093,Manhattan,1.0,225 east 63rd street,10065.0,False
180,,2016643-DCA,Business,4/28/20,MP 1775 LLC,,1775,GRAND CONCOURSE,,BRONX,NY,10453.0,2124903460,Bronx,2.0,1775 grand concourse,10453.0,False
181,,2080948-DCA,Business,3/31/21,416 EAST 61ST STREET GARAGE LLC,,410,E 61ST ST,,NEW YORK,NY,10065.0,6465840409,Manhattan,1.0,410 east 61st street,10065.0,False
182,,2093056-DCA,Business,3/31/21,3050 CORLEAR PARKING LLC,NAGLE PARKING,3050,CORLEAR AVE,,BRONX,NY,10463.0,9176643792,Bronx,2.0,3050 corlear avenue,10463.0,False
183,,2019935-DCA,Business,3/31/21,SP PLUS CORPORATION,,211,W 87TH ST,,NEW YORK,NY,10024.0,2125025490,Manhattan,1.0,211 west 87th street,10024.0,False
184,,1345532-DCA,Business,4/15/20,QUIK PARK 808 GARAGE LLC,,808,COLUMBUS AVE,,NEW YORK,NY,10025.0,2128322066,Manhattan,1.0,808 columbus avenue,10025.0,True
185,,2076559-DCA,Business,4/27/20,THE CAR PARK OF NEW YORK LLC,,8036,COOPER AVE,,GLENDALE,NY,11385.0,208-336-6597,Queens,4.0,8036 cooper avenue,11385.0,False
186,,2094049-DCA,Business,3/31/21,LAZ PARKING NEW YORK/NEW JERSEY LLC,,15902,JAMAICA AVE,,JAMAICA,NY,11432.0,2122652239,Queens,4.0,15902 jamaica avenue,11432.0,False
187,,2087621-DCA,Business,4/26/20,SP PLUS CORPORATION,,9777,QUEENS BLVD,,REGO PARK,NY,11374.0,2123217621,Queens,4.0,9777 queens boulevardd,11374.0,False
188,,1263170-DCA,Business,4/12/20,CLINTON 53 PARKING LLC,,515,W 52ND ST,,NEW YORK,NY,10019.0,2126869800,Manhattan,1.0,515 west 52nd street,10019.0,True
189,,2021453-DCA,Business,3/31/21,GGG PARKING GARAGE CORP.,,920,WESTCHESTER AVE,,BRONX,NY,10459.0,9175573711,Bronx,2.0,920 westchester avenue,10459.0,False
190,,2030256-DCA,Business,4/26/20,QUIK PARK HUDSON VI LLC,,40,RIVERSIDE BLVD,,NEW YORK,NY,10069.0,212-686-9800,Manhattan,1.0,40 riverside boulevardd,10069.0,False
191,,2093042-DCA,Business,4/15/20,LAZ Parking New York New Jersey LLC,,685,1ST AVE,,NEW YORK,NY,10016.0,2122652239,Manhattan,1.0,685 1st avenue,10016.0,True
192,,2058395-DCA,Business,3/30/20,LAZ PARKING NEW YORK / NEW JERSEY LLC,,504,MYRTLE AVE,,BROOKLYN,NY,11205.0,2122652239,Brooklyn,3.0,504 myrtle avenue,11205.0,True
193,,1386079-DCA,Business,11/29/12,"ONE PARKING GOTHAM, INC.",,4201,28TH ST,,LONG ISLAND CIT,NY,11101.0,4802722100,Queens,4.0,4201 28th street,11101.0,False
194,,2094326-DCA,Business,4/30/20,"ONE PARKING GOTHAM, INC.",,2807,JACKSON AVE,,LONG ISLAND CITY,NY,11101.0,4802722100,Queens,4.0,2807 jackson avenue,11101.0,False
195,,2085507-DCA,Business,4/29/20,MP PARK ASSOCIATES LLC,,810,RIVER AVE,,BRONX,NY,10451.0,2124903460,Bronx,2.0,810 river avenue,10451.0,True
196,,2003571-DCA,Business,3/31/21,"ONE PARKING GOTHAM, INC.",,4209,28TH ST,,LONG ISLAND CITY,NY,11101.0,4802722100,Queens,4.0,4209 28th street,11101.0,False
197,,2050925-DCA,Business,2/5/20,SUPER ELITE PARKING INC,,1973,38TH ST,,ASTORIA,NY,11105.0,9174705093,Queens,4.0,1973 38th street,11105.0,False
198,,2055914-DCA,Business,5/5/20,560 W 43RD STREET PARKING CORP,,555,W 42ND ST,,NEW YORK,NY,10036.0,9174727056,Manhattan,1.0,555 west 42nd street,10036.0,True
199,,2083153-DCA,Business,3/31/21,EZ EXPRESS PARKING CORP.,,1560,JEROME AVE,,BRONX,NY,10452.0,7185833301,Bronx,2.0,1560 jerome avenue,10452.0,False
200,,2084583-DCA,Business,4/13/20,1939 W FARMS RD PARKING CORP,,1939,W FARMS RD,,BRONX,NY,10460.0,7183008790,Bronx,2.0,1939 west farms road,10460.0,False
201,,2094233-DCA,Business,3/31/21,3230 JEROME PARTNERS LLC,,3230,JEROME AVE,,BRONX,NY,10468.0,5162442187,Bronx,2.0,3230 jerome avenue,10468.0,False
202,,2028694-DCA,Business,4/27/20,LAZ PARKING NEW YORK / NEW JERSEY LLC,LAZ PARKING NY/NJ,9,W 57TH ST,,NEW YORK,NY,10019.0,2122652239,Manhattan,1.0,9 west 57th street,10019.0,True
203,,2046044-DCA,Business,4/12/20,C & C Parking LLC,,899,WESTCHESTER AVE,,BRONX,NY,10459.0,3474314926,Bronx,2.0,899 westchester avenue,10459.0,False
204,,2094609-DCA,Business,3/31/21,200 CHAMBERS STREET GARAGE LLC,,200,CHAMBERS ST,,NEW YORK,NY,10007.0,6465840409,Manhattan,1.0,200 chambers street,10007.0,True
205,,2054332-DCA,Business,2/17/20,"LIBERTY VIEW PARKING, LLC",,2,RIVER TER,,NEW YORK,NY,10282.0,2128422305,Manhattan,1.0,2 river terrace,10282.0,True
206,,2063931-DCA,Business,5/11/20,LM DRIGGS PARKING LLC,,247,METROPOLITAN AVE,,BROOKLYN,NY,11211.0,212-714-3571,Brooklyn,3.0,247 metropolitan avenue,11211.0,False
207,,2084845-DCA,Business,5/12/20,LHL PARKING CO LLC,ARO PARKING,242,W 53RD ST,,NEW YORK,NY,10019.0,212-213-9600,Manhattan,1.0,242 west 53rd street,10019.0,False
208,,2041688-DCA,Business,5/13/20,58TH & 7TH PARKING LLC,,157,W 57TH ST,,NEW YORK,NY,10019.0,2126869800,Manhattan,1.0,157 west 57th street,10019.0,True
209,,2092451-DCA,Business,2/11/20,OTTO PARK LLC,,211,MCGUINNESS BLVD,,BROOKLYN,NY,11222.0,2125755335,Brooklyn,3.0,211 mcguinness boulevardd,11222.0,False
210,,2094608-DCA,Business,3/31/21,422 EAST 72ND STREET GARAGE LLC,,422,E 72ND ST,,NEW YORK,NY,10021.0,6465840409,Manhattan,1.0,422 east 72nd street,10021.0,False
211,,2076434-DCA,Business,2/17/20,"ONE PARKING RC, INC.",,10,ROCKEFELLER PLZ,,NEW YORK,NY,10020.0,480-272-2100,Manhattan,1.0,10 rockefeller placez,10020.0,False
212,,2093271-DCA,Business,5/14/20,MP HEIGHTS PARKING LLC,,107,COLUMBIA HTS,,BROOKLYN,NY,11201.0,2124903460,Brooklyn,3.0,107 columbia hts,11201.0,False
213,,2081271-DCA,Business,3/28/20,PUBLIC PARKING 50 NORTH 5TH STREET INC,,50,N 5TH ST,,BROOKLYN,NY,11249.0,2124866888,Brooklyn,3.0,50 north 5th street,11249.0,True
214,,2072507-DCA,Business,3/31/21,LAZ PARKING NEW YORK/NEW JERSEY LLC,"LAZ PARKING NY, NJ LLC",507,E 70TH ST,,NEW YORK,NY,10021.0,2122652239,Manhattan,1.0,507 east 70th street,10021.0,False
215,,2021443-DCA,Business,3/31/21,O & A PARKING GARAGE INC.,,1100,FRANKLIN AVE,,BRONX,NY,10456.0,7184839458,Bronx,2.0,1100 franklin avenue,10456.0,False
216,,2009039-DCA,Business,3/31/21,LM ALDUS PARKING LLC,,951,HOE AVE,(Garage Entrance at 962 Aldus Street),BRONX,NY,10459.0,2127143571,Bronx,2.0,951 hoe avenue,10459.0,False
217,,2009038-DCA,Business,3/31/21,LM ALDUS PARKING LLC,,941,Hoe Avenue,(Parking Garage Entrance at 962 Aldus Street),Bronx,NY,10459.0,2127143571,Bronx,2.0,941 hoe avenue,10459.0,False
218,,2021566-DCA,Business,3/31/21,PARKING VERNON LLC,,3085,VERNON BLVD,,ASTORIA,NY,11102.0,2015678110,Queens,4.0,3085 vernon boulevardd,11102.0,False
219,,2044855-DCA,Business,11/14/16,BAJRAKTARI REALTY MANAGEMENT CORP,,617,East 188th Street,,Bronx,NY,10458.0,7183654310,Bronx,2.0,617 east 188th street,10458.0,False
220,,0962029-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,169,CADMAN PLZ W,,BROOKLYN,NY,11201.0,2126296602,Brooklyn,3.0,169 cadman placez w,11201.0,False
221,,1381089-DCA,Business,3/31/21,BK PARKING GROUP INC,,27,W 170TH ST,,BRONX,NY,10452.0,9173277488,Bronx,2.0,27 west 170th street,10452.0,False
222,,0962008-DCA,Business,3/31/11,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,808,7TH AVE; # 820,,NEW YORK,NY,10019.0,2126296602,,,808 7th avenue; # 820,10019.0,False
223,,0999985-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,115,FORT WASHINGTON AVE,,NEW YORK,NY,10032.0,2123052718,Manhattan,1.0,115 fort washington avenue,10032.0,False
224,unattended ,2043391-DCA,Business,3/31/21,AZ PARKING CORP,,35,W 33RD ST,,NEW YORK,NY,10001.0,2125484370,Manhattan,1.0,35 west 33rd street,10001.0,False
225,,0808709-DCA,Business,3/31/13,SUPERB PARKING LLC,,400,E 35TH ST,,NEW YORK,NY,10016.0,2126869800,Manhattan,1.0,400 east 35th street,10016.0,False
226,,1234693-DCA,Business,3/31/19,MANHATTAN PARKING WEST 20 LLC,,516,W 20TH ST,,NEW YORK,NY,10011.0,212-490-3460,Manhattan,1.0,516 west 20th street,10011.0,False
227,,0429528-DCA,Business,3/31/15,52 WEST 36TH ST. PARKING LLC,,59,W 36TH ST,,NEW YORK,NY,10018.0,2126869800,Manhattan,1.0,59 west 36th street,10018.0,True
228,,1412999-DCA,Business,3/31/21,QUIK PARK SCH GARAGE LLC,,236,LIVINGSTON ST,,BROOKLYN,NY,11201.0,2128322066,Brooklyn,3.0,236 livingston street,11201.0,False
229,,1305583-DCA,Business,3/31/13,"FIFTH AVENUE CAR PARK, LLC",,1330,5TH AVE,,NEW YORK,NY,10026.0,2129966363,Manhattan,1.0,1330 5th avenue,10026.0,False
230,,1416499-DCA,Business,3/31/21,ALVA 47 PARKING LLC,,257,W 47TH ST,,NEW YORK,NY,10036.0,2126869800,Manhattan,1.0,257 west 47th street,10036.0,False
231,,1010916-DCA,Business,3/31/15,375 HUD PARKING LLC,,375,HUDSON ST,,NEW YORK,NY,10014.0,2126869800,Manhattan,1.0,375 hudson street,10014.0,True
232,unattended ,1182737-DCA,Business,3/31/21,323 WEST 34TH STREET LLC,MEYERS PARKING,323,W 34TH ST,,NEW YORK,NY,10001.0,2124903460,Manhattan,1.0,323 west 34th street,10001.0,False
233,,2064173-DCA,Business,3/31/21,JKH BUSINESS CORP,,1579,UNDERCLIFF AVE,,BRONX,NY,10453.0,,Bronx,2.0,1579 undercliff avenue,10453.0,False
234,,2083254-DCA,Business,3/31/21,SKY PARKING CORP.,,121,READE ST,,NEW YORK,NY,10013.0,2126083060,Manhattan,1.0,121 reade street,10013.0,True
235,,2059806-DCA,Business,3/31/21,JO DASH PARKING LLC,,488,3RD AVE,,NEW YORK,NY,10016.0,2126869800,Manhattan,1.0,488 3rd avenue,10016.0,False
236,,2046932-DCA,Business,3/31/21,167 EAST 77TH ST PARKING SERVICES LLC,,176,E 77TH ST,,NEW YORK,NY,10075.0,6467734400,Manhattan,1.0,176 east 77th street,10075.0,True
237,,1261502-DCA,Business,3/31/19,"SALVATOR, JOSEPH",J & S PARKING FACILITY,284,NASSAU AVE,,BROOKLYN,NY,11222.0,3475895454,Brooklyn,3.0,284 nassau avenue,11222.0,False
238,,0979174-DCA,Business,3/31/21,CLINTON HILL GARAGE CORP.,,240,VANDERBILT AVE,,BROOKLYN,NY,11205.0,3476023636,Brooklyn,3.0,240 vanderbilt avenue,11205.0,False
239,,1192284-DCA,Business,3/31/11,1065 GARAGE LLC,,1065,PARK AVE,,NEW YORK,NY,10128.0,2128887400,Manhattan,1.0,1065 park avenue,10128.0,True
240,,2027740-DCA,Business,3/31/21,QUIK PARK EAST 94TH STREET LLC,,1829,1ST AVE,,NEW YORK,NY,10128.0,2126869800,Manhattan,1.0,1829 1st avenue,10128.0,True
241,,1076826-DCA,Business,3/31/21,"300 EAST 74TH STREET CAR PARK, LLC",GGMC,300,E 74TH ST,,NEW YORK,NY,10021.0,2129966363,Manhattan,1.0,300 east 74th street,10021.0,False
242,,0427552-DCA,Business,3/31/11,SLATE PARKING CORP.,,329,E 21ST ST,,NEW YORK,NY,10010.0,2126296602,Manhattan,1.0,329 east 21st street,10010.0,True
243,,1303088-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,215,S END AVE,,NEW YORK,NY,10280.0,2125025490,Manhattan,1.0,215 south end avenue,10280.0,False
244,,2085374-DCA,Business,3/31/21,SUPER ELITE PARKING INC,,3815,PUTNAM AVE W,,BRONX,NY,10463.0,9174705093,Bronx,2.0,3815 putnam avenue w,10463.0,False
245,,2048766-DCA,Business,3/31/21,EAGLE PARKING GARAGE INC,,775,EAGLE AVE,,BRONX,NY,10456.0,3472207660,Bronx,2.0,775 eagle avenue,10456.0,False
246,,0961990-DCA,Business,3/31/13,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,332,W 44TH ST,,NEW YORK,NY,10036.0,2126296602,Manhattan,1.0,332 west 44th street,10036.0,False
247,,0953645-DCA,Business,,"J & B PARKING GARAGE, INC.",,477,W 165TH ST,,NEW YORK,NY,10032.0,2125433328,Manhattan,1.0,477 west 165th street,10032.0,False
248,,1347707-DCA,Business,3/31/19,"FORBES, DUDLEY",GOOD LUCK PARKING,447,EUCLID AVE,,BROOKLYN,NY,11208.0,718-277-3866,Brooklyn,3.0,447 euclid avenue,11208.0,False
249,,1127531-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,330,E 61ST ST,,NEW YORK,NY,10065.0,2126296602,Manhattan,1.0,330 east 61st street,10065.0,True
250,unattended ,1471216-DCA,Business,3/31/15,115 WEST 25TH STREET PARKING CORP.,,112,W 25TH ST,,NEW YORK,NY,10001.0,2122439808,Manhattan,1.0,112 west 25th street,10001.0,False
251,,1262404-DCA,Business,3/31/17,RIBAR PARKING LLC,,160,W 10TH ST,,NEW YORK,NY,10014.0,2129293041,Manhattan,1.0,160 west 10th street,10014.0,True
252,,1117512-DCA,Business,3/31/21,NEW OGDEN PARKING INC.,,156,W 166TH ST,,BRONX,NY,10452.0,7184662000,Bronx,2.0,156 west 166th street,10452.0,False
253,,1463452-DCA,Business,3/31/15,"KINNEY PARKING SYSTEM, LLC",,215,W 87TH ST,,NEW YORK,NY,10024.0,2125025490,Manhattan,1.0,215 west 87th street,10024.0,False
254,,2037952-DCA,Business,3/31/21,YORK & 90TH PARKING LLC,,1731,YORK AVE,,NEW YORK,NY,10128.0,2126869800,Manhattan,1.0,1731 york avenue,10128.0,False
255,,2019936-DCA,Business,3/31/21,SP PLUS CORPORATION,,910,9TH AVE,,NEW YORK,NY,10019.0,2125025490,Manhattan,1.0,910 9th avenue,10019.0,False
256,,2008327-DCA,Business,7/6/18,LOWER EAST SIDE DISTRICT MANAGEMENT ASSOCIATION INC,,135,DELANCEY ST,,NEW YORK,NY,10002.0,212-276-9010,Manhattan,1.0,135 delancey street,10002.0,False
257,,1155355-DCA,Business,3/31/11,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,100,W 57TH ST,,NEW YORK,NY,10019.0,9999999999,Manhattan,1.0,100 west 57th street,10019.0,False
258,,1472956-DCA,Business,3/31/15,CANDACE PARKING CORP.,,120,W 97TH ST,,NEW YORK,NY,10025.0,2124903460,Manhattan,1.0,120 west 97th street,10025.0,False
259,,2019546-DCA,Business,3/31/17,GMH PARK INC,,2330,HOFFMAN ST,,BRONX,NY,10458.0,9172140583,Bronx,2.0,2330 hoffman street,10458.0,False
260,,1312358-DCA,Business,3/31/17,337 PARKING LLC,,337,E 64TH ST,,NEW YORK,NY,10065.0,2128799796,Manhattan,1.0,337 east 64th street,10065.0,True
261,,0427311-DCA,Business,3/31/21,SCR PARKING CORP.,,169,E 87TH ST,,NEW YORK,NY,10128.0,2122493344,Manhattan,1.0,169 east 87th street,10128.0,False
262,,1233434-DCA,Business,3/31/19,FLATIRON 20 PARKING LLC,,21,W 20 ST,,NEW YORK,NY,10011.0,2122439384,Manhattan,1.0,21 west 20 street,10011.0,False
263,,1470081-DCA,Business,3/31/19,"KINNEY PARKING SYSTEM, LLC",,2500,JOHNSON AVE,,BRONX,NY,10463.0,2124450172,Bronx,2.0,2500 johnson avenue,10463.0,True
264,,1422156-DCA,Business,3/31/13,UPPER MANHATTAN PARKING LLC,,1845,PARK AVE,,NEW YORK,NY,10035.0,2124211117,Manhattan,1.0,1845 park avenue,10035.0,False
265,,0897530-DCA,Business,3/31/21,NEW YORK PARKING 57TH ST. CORP.,,110,E 57TH ST,,NEW YORK,NY,10022.0,2122493344,Manhattan,1.0,110 east 57th street,10022.0,False
266,,0368910-DCA,Business,3/31/17,CHATHAM PARKING SYSTEMS INC.,,180,PARK ROW,,NEW YORK,NY,10038.0,2125137143,Manhattan,1.0,180 park row,10038.0,False
267,,1450060-DCA,Business,3/31/21,"ACCESS 37 PARKING, LLC",,404,W 37TH ST,,NEW YORK,NY,10018.0,2126869800,Manhattan,1.0,404 west 37th street,10018.0,True
268,,0916698-DCA,Business,3/31/17,SHARP PARKING LLC,SHARP PARKING,825,2ND AVE,,NEW YORK,NY,10017.0,2126869800,Manhattan,1.0,825 2nd avenue,10017.0,False
269,,0368238-DCA,Business,3/31/21,NEW YORK PARKING 56TH ST. CORP,,65,W 56TH ST,,NEW YORK,NY,10019.0,212-249-3349,Manhattan,1.0,65 west 56th street,10019.0,False
270,,1378340-DCA,Business,3/31/13,"IMPERIAL PARKING (U.S.), LLC",IMPARK,450,E 79TH ST,,NEW YORK,NY,10075.0,2129378660,Manhattan,1.0,450 east 79th street,10075.0,False
271,,0368185-DCA,Business,3/31/17,BRICIN PARKING CORP.,,155,E 55TH ST,,NEW YORK,NY,10022.0,2127565451,Manhattan,1.0,155 east 55th street,10022.0,False
272,,1360546-DCA,Business,2/17/15,"ATLANTIC PARKING MGMT, LLC",,238,ATLANTIC AVE,,BROOKLYN,NY,11201.0,2127957275,Brooklyn,3.0,238 atlantic avenue,11201.0,False
273,,1124818-DCA,Business,3/31/21,ROYAL 89 PARKING LLC,,200,E 89TH ST,,NEW YORK,NY,10128.0,2126869800,Manhattan,1.0,200 east 89th street,10128.0,False
274,,1461192-DCA,Business,3/31/21,"IMPERIAL PARKING (U.S), LLC",IMPARK,422-446,79TH STREET,,NEW YORK,NY,,2129378660,,,422-446 79th streetreet,,False
275,,2045012-DCA,Business,3/31/21,65 WEST 55TH STREET PARKING CORP,,57,W 55TH ST,,NEW YORK,NY,10019.0,2127367171,Manhattan,1.0,57 west 55th street,10019.0,False
276,,2058396-DCA,Business,3/31/21,ONE PARKING 40TH STREET INC,,225,E 39TH ST,,NEW YORK,NY,10016.0,480-272-2100,Manhattan,1.0,225 east 39th street,10016.0,False
